Step 1      Volume
Tetra 68   20.5659       
Tetra 69   20.5910       
Tetra 70   20.0519       
Tetra 71   20.8700       
Tetra 72   17.3681       
Tetra 73   17.4213       
Tetra 74   17.4517       
Tetra 75   17.4269       
Tetra 76   17.3948       
Tetra 77   18.8101       
Tetra 78   18.3531       
Tetra 79   18.3766       
Tetra 80   20.0140       
Tetra 81   18.8301       
Tetra 82   19.5759       
Tetra 83   19.1346       
Tetra 84   19.1074       
Tetra 85   18.3915       
Tetra 86   19.0832       
Tetra 87   19.3762       
Tetra 88   20.1419       
Tetra 89   20.1417       
Tetra 90   20.1307       
Tetra 91   20.1533       
Tetra 92   18.9250       
Tetra 93   19.6877       
Total Volume: 1749.97

Step 91     Volume
---------------------------
Tetra 1    13.4823       
Tetra 2    13.4847       
Tetra 3    12.0240       
Tetra 4    12.0261       
Tetra 5    13.3553       
Tetra 6    13.3576       
Tetra 7    12.5590       
Tetra 8    13.8503       
Tetra 9    12.5543       
Tetra 10   13.8452       
Tetra 11   12.6004       
Tetra 12   13.8956       
Tetra 13   21.3397       
Tetra 14   20.0692       
Tetra 15   20.1325       
Tetra 16   18.5205       
Tetra 17   21.5964       
Tetra 18   18.5560       
Tetra 19   21.6499       
Tetra 20   21.6101       
Tetra 21   20.3086       
Tetra 22   18.1856       
Tetra 23   18.2173       
Tetra 24   21.2546       
Tetra 25   21.1853       
Tetra 26   21.2503       
Tetra 27   20.3726       
Tetra 28   20.3864       
Tetra 29   20.3843       
Tetra 30   20.7236       
Tetra 31   19.9228       
Tetra 32   19.9208       
Tetra 33   19.8841       
Tetra 34   21.7811       
Tetra 35   21.3162       
Tetra 36   20.5216       
Tetra 37   20.6257       
Tetra 38   20.4527       
Tetra 39   20.1871       
Tetra 40   19.4646       
Tetra 41   21.0385       
Tetra 42   21.8657       
Tetra 43   20.5286       
Tetra 44   21.3400       
Tetra 45   21.4033       
Tetra 46   21.3990       
Tetra 47   20.8090       
Tetra 48   20.8708       
Tetra 49   20.0887       
Tetra 50   22.4955       
Tetra 51   21.6922       
Tetra 52   21.1405       
Tetra 53   21.1752       
Tetra 54   22.0392       
Tetra 55   21.2175       
Tetra 56   19.3508       
Tetra 57   18.8719       
Tetra 58   20.6347       
Tetra 59   22.0477       
Tetra 60   22.0817       
Tetra 61   20.7291       
Tetra 62   20.7632       
Tetra 63   21.5110       
Tetra 64   19.3790       
Tetra 65   21.4559       
Tetra 66   20.9358       
Tetra 67   21.2739       
Tetra 68   21.2621       
Tetra 69   21.2881       
Tetra 70   20.7307       
Tetra 71   21.5765       
Tetra 72   17.9560       
Tetra 73   18.0110       
Tetra 74   18.0424       
Tetra 75   18.0168       
Tetra 76   17.9837       
Tetra 77   19.4469       
Tetra 78   18.9743       
Tetra 79   18.9987       
Tetra 80   20.6915       
Tetra 81   19.4675       
Tetra 82   20.2386       
Tetra 83   19.7823       
Tetra 84   19.7542       
Tetra 85   19.0141       
Tetra 86   19.7292       
Tetra 87   20.0321       
Tetra 88   20.8237       
Tetra 89   20.8235       
Tetra 90   20.8122       
Tetra 91   20.8355       
Tetra 92   19.5657       
Tetra 93   20.3541       
Total Volume: 1809.20

Step 92     Volume
---------------------------
Tetra 1    13.9387       
Tetra 2    13.9411       
Tetra 3    12.4311       
Tetra 4    12.4332       
Tetra 5    13.8074       
Tetra 6    13.8098       
Tetra 7    12.9842       
Tetra 8    14.3192       
Tetra 9    12.9793       
Tetra 10   14.3138       
Tetra 11   13.0269       
Tetra 12   14.3660       
Tetra 13   22.0620       
Tetra 14   20.7486       
Tetra 15   20.8140       
Tetra 16   19.1474       
Tetra 17   22.3275       
Tetra 18   19.1841       
Tetra 19   22.3828       
Tetra 20   22.3416       
Tetra 21   20.9961       
Tetra 22   18.8013       
Tetra 23   18.8340       
Tetra 24   21.9741       
Tetra 25   21.9025       
Tetra 26   21.9696       
Tetra 27   21.0622       
Tetra 28   21.0765       
Tetra 29   21.0744       
Tetra 30   21.4251       
Tetra 31   20.5972       
Tetra 32   20.5951       
Tetra 33   20.5572       
Tetra 34   22.5184       
Tetra 35   22.0377       
Tetra 36   21.2162       
Tetra 37   21.3239       
Tetra 38   21.1451       
Tetra 39   20.8704       
Tetra 40   20.1235       
Tetra 41   21.7507       
Tetra 42   22.6059       
Tetra 43   21.2235       
Tetra 44   22.0624       
Tetra 45   22.1278       
Tetra 46   22.1234       
Tetra 47   21.5134       
Tetra 48   21.5772       
Tetra 49   20.7687       
Tetra 50   23.2570       
Tetra 51   22.4265       
Tetra 52   21.8561       
Tetra 53   21.8920       
Tetra 54   22.7852       
Tetra 55   21.9357       
Tetra 56   20.0058       
Tetra 57   19.5107       
Tetra 58   21.3332       
Tetra 59   22.7940       
Tetra 60   22.8292       
Tetra 61   21.4308       
Tetra 62   21.4660       
Tetra 63   22.2392       
Tetra 64   20.0350       
Tetra 65   22.1822       
Tetra 66   21.6445       
Tetra 67   21.9941       
Tetra 68   21.9819       
Tetra 69   22.0087       
Tetra 70   21.4324       
Tetra 71   22.3069       
Tetra 72   18.5638       
Tetra 73   18.6207       
Tetra 74   18.6532       
Tetra 75   18.6267       
Tetra 76   18.5924       
Tetra 77   20.1052       
Tetra 78   19.6166       
Tetra 79   19.6418       
Tetra 80   21.3919       
Tetra 81   20.1265       
Tetra 82   20.9237       
Tetra 83   20.4520       
Tetra 84   20.4229       
Tetra 85   19.6577       
Tetra 86   20.3970       
Tetra 87   20.7102       
Tetra 88   21.5286       
Tetra 89   21.5284       
Tetra 90   21.5167       
Tetra 91   21.5408       
Tetra 92   20.2280       
Tetra 93   21.0432       
Total Volume: 1870.45

Step 93     Volume
---------------------------
Tetra 1    14.4106       
Tetra 2    14.4131       
Tetra 3    12.8519       
Tetra 4    12.8541       
Tetra 5    14.2748       
Tetra 6    14.2773       
Tetra 7    13.4237       
Tetra 8    14.8039       
Tetra 9    13.4187       
Tetra 10   14.7984       
Tetra 11   13.4679       
Tetra 12   14.8523       
Tetra 13   22.8089       
Tetra 14   21.4509       
Tetra 15   21.5185       
Tetra 16   19.7956       
Tetra 17   23.0833       
Tetra 18   19.8335       
Tetra 19   23.1405       
Tetra 20   23.0979       
Tetra 21   21.7068       
Tetra 22   19.4377       
Tetra 23   19.4716       
Tetra 24   22.7179       
Tetra 25   22.6439       
Tetra 26   22.7133       
Tetra 27   21.7752       
Tetra 28   21.7899       
Tetra 29   21.7877       
Tetra 30   22.1504       
Tetra 31   21.2944       
Tetra 32   21.2923       
Tetra 33   21.2531       
Tetra 34   23.2807       
Tetra 35   22.7837       
Tetra 36   21.9344       
Tetra 37   22.0458       
Tetra 38   21.8608       
Tetra 39   21.5769       
Tetra 40   20.8047       
Tetra 41   22.4870       
Tetra 42   23.3711       
Tetra 43   21.9419       
Tetra 44   22.8092       
Tetra 45   22.8769       
Tetra 46   22.8723       
Tetra 47   22.2417       
Tetra 48   22.3077       
Tetra 49   21.4718       
Tetra 50   24.0442       
Tetra 51   23.1856       
Tetra 52   22.5959       
Tetra 53   22.6330       
Tetra 54   23.5565       
Tetra 55   22.6782       
Tetra 56   20.6830       
Tetra 57   20.1712       
Tetra 58   22.0553       
Tetra 59   23.5656       
Tetra 60   23.6019       
Tetra 61   22.1563       
Tetra 62   22.1927       
Tetra 63   22.9920       
Tetra 64   20.7132       
Tetra 65   22.9331       
Tetra 66   22.3772       
Tetra 67   22.7386       
Tetra 68   22.7260       
Tetra 69   22.7537       
Tetra 70   22.1579       
Tetra 71   23.0620       
Tetra 72   19.1922       
Tetra 73   19.2511       
Tetra 74   19.2846       
Tetra 75   19.2572       
Tetra 76   19.2218       
Tetra 77   20.7857       
Tetra 78   20.2807       
Tetra 79   20.3067       
Tetra 80   22.1160       
Tetra 81   20.8078       
Tetra 82   21.6320       
Tetra 83   21.1443       
Tetra 84   21.1143       
Tetra 85   20.3232       
Tetra 86   21.0875       
Tetra 87   21.4113       
Tetra 88   22.2574       
Tetra 89   22.2572       
Tetra 90   22.2450       
Tetra 91   22.2700       
Tetra 92   20.9127       
Tetra 93   21.7555       
Total Volume: 1933.76

Step 94     Volume
---------------------------
Tetra 1    14.8984       
Tetra 2    14.9010       
Tetra 3    13.2869       
Tetra 4    13.2892       
Tetra 5    14.7580       
Tetra 6    14.7606       
Tetra 7    13.8781       
Tetra 8    15.3050       
Tetra 9    13.8729       
Tetra 10   15.2993       
Tetra 11   13.9238       
Tetra 12   15.3551       
Tetra 13   23.5810       
Tetra 14   22.1771       
Tetra 15   22.2470       
Tetra 16   20.4657       
Tetra 17   23.8647       
Tetra 18   20.5049       
Tetra 19   23.9238       
Tetra 20   23.8798       
Tetra 21   22.4416       
Tetra 22   20.0957       
Tetra 23   20.1307       
Tetra 24   23.4869       
Tetra 25   23.4104       
Tetra 26   23.4822       
Tetra 27   22.5123       
Tetra 28   22.5275       
Tetra 29   22.5253       
Tetra 30   22.9002       
Tetra 31   22.0152       
Tetra 32   22.0130       
Tetra 33   21.9725       
Tetra 34   24.0688       
Tetra 35   23.5550       
Tetra 36   22.6769       
Tetra 37   22.7920       
Tetra 38   22.6009       
Tetra 39   22.3073       
Tetra 40   21.5090       
Tetra 41   23.2482       
Tetra 42   24.1623       
Tetra 43   22.6847       
Tetra 44   23.5813       
Tetra 45   23.6513       
Tetra 46   23.6465       
Tetra 47   22.9946       
Tetra 48   23.0628       
Tetra 49   22.1986       
Tetra 50   24.8582       
Tetra 51   23.9705       
Tetra 52   23.3608       
Tetra 53   23.3992       
Tetra 54   24.3539       
Tetra 55   23.4459       
Tetra 56   21.3832       
Tetra 57   20.8540       
Tetra 58   22.8019       
Tetra 59   24.3633       
Tetra 60   24.4009       
Tetra 61   22.9063       
Tetra 62   22.9439       
Tetra 63   23.7703       
Tetra 64   21.4144       
Tetra 65   23.7094       
Tetra 66   23.1347       
Tetra 67   23.5083       
Tetra 68   23.4953       
Tetra 69   23.5239       
Tetra 70   22.9080       
Tetra 71   23.8426       
Tetra 72   19.8419       
Tetra 73   19.9027       
Tetra 74   19.9374       
Tetra 75   19.9091       
Tetra 76   19.8725       
Tetra 77   21.4894       
Tetra 78   20.9672       
Tetra 79   20.9941       
Tetra 80   22.8647       
Tetra 81   21.5122       
Tetra 82   22.3642       
Tetra 83   21.8601       
Tetra 84   21.8290       
Tetra 85   21.0111       
Tetra 86   21.8013       
Tetra 87   22.1361       
Tetra 88   23.0108       
Tetra 89   23.0106       
Tetra 90   22.9981       
Tetra 91   23.0238       
Tetra 92   21.6207       
Tetra 93   22.4919       
Total Volume: 1999.22

Step 95     Volume
---------------------------
Tetra 1    15.4027       
Tetra 2    15.4054       
Tetra 3    13.7367       
Tetra 4    13.7391       
Tetra 5    15.2576       
Tetra 6    15.2603       
Tetra 7    14.3479       
Tetra 8    15.8231       
Tetra 9    14.3425       
Tetra 10   15.8172       
Tetra 11   14.3952       
Tetra 12   15.8749       
Tetra 13   24.3792       
Tetra 14   22.9278       
Tetra 15   23.0000       
Tetra 16   21.1584       
Tetra 17   24.6725       
Tetra 18   21.1990       
Tetra 19   24.7337       
Tetra 20   24.6881       
Tetra 21   23.2013       
Tetra 22   20.7759       
Tetra 23   20.8121       
Tetra 24   24.2820       
Tetra 25   24.2029       
Tetra 26   24.2771       
Tetra 27   23.2744       
Tetra 28   23.2901       
Tetra 29   23.2878       
Tetra 30   23.6754       
Tetra 31   22.7605       
Tetra 32   22.7582       
Tetra 33   22.7163       
Tetra 34   24.8835       
Tetra 35   24.3524       
Tetra 36   23.4446       
Tetra 37   23.5636       
Tetra 38   23.3659       
Tetra 39   23.0625       
Tetra 40   22.2371       
Tetra 41   24.0352       
Tetra 42   24.9802       
Tetra 43   23.4526       
Tetra 44   24.3796       
Tetra 45   24.4519       
Tetra 46   24.4470       
Tetra 47   23.7730       
Tetra 48   23.8435       
Tetra 49   22.9501       
Tetra 50   25.6996       
Tetra 51   24.7819       
Tetra 52   24.1516       
Tetra 53   24.1913       
Tetra 54   25.1783       
Tetra 55   24.2396       
Tetra 56   22.1070       
Tetra 57   21.5600       
Tetra 58   23.5738       
Tetra 59   25.1881       
Tetra 60   25.2269       
Tetra 61   23.6817       
Tetra 62   23.7206       
Tetra 63   24.5750       
Tetra 64   22.1393       
Tetra 65   24.5120       
Tetra 66   23.9178       
Tetra 67   24.3041       
Tetra 68   24.2906       
Tetra 69   24.3203       
Tetra 70   23.6835       
Tetra 71   24.6497       
Tetra 72   20.5136       
Tetra 73   20.5765       
Tetra 74   20.6123       
Tetra 75   20.5831       
Tetra 76   20.5452       
Tetra 77   22.2168       
Tetra 78   21.6770       
Tetra 79   21.7048       
Tetra 80   23.6387       
Tetra 81   22.2404       
Tetra 82   23.1213       
Tetra 83   22.6000       
Tetra 84   22.5679       
Tetra 85   21.7224       
Tetra 86   22.5393       
Tetra 87   22.8854       
Tetra 88   23.7898       
Tetra 89   23.7895       
Tetra 90   23.7766       
Tetra 91   23.8032       
Tetra 92   22.3525       
Tetra 93   23.2533       
Total Volume: 2066.90

Step 96     Volume
---------------------------
Tetra 1    15.9241       
Tetra 2    15.9269       
Tetra 3    14.2017       
Tetra 4    14.2042       
Tetra 5    15.7741       
Tetra 6    15.7768       
Tetra 7    14.8336       
Tetra 8    16.3587       
Tetra 9    14.8280       
Tetra 10   16.3526       
Tetra 11   14.8825       
Tetra 12   16.4122       
Tetra 13   25.2045       
Tetra 14   23.7039       
Tetra 15   23.7786       
Tetra 16   21.8747       
Tetra 17   25.5077       
Tetra 18   21.9166       
Tetra 19   25.5709       
Tetra 20   25.5239       
Tetra 21   23.9867       
Tetra 22   21.4792       
Tetra 23   21.5167       
Tetra 24   25.1040       
Tetra 25   25.0222       
Tetra 26   25.0989       
Tetra 27   24.0623       
Tetra 28   24.0785       
Tetra 29   24.0761       
Tetra 30   24.4768       
Tetra 31   23.5309       
Tetra 32   23.5286       
Tetra 33   23.4853       
Tetra 34   25.7259       
Tetra 35   25.1767       
Tetra 36   24.2382       
Tetra 37   24.3612       
Tetra 38   24.1569       
Tetra 39   23.8432       
Tetra 40   22.9898       
Tetra 41   24.8488       
Tetra 42   25.8258       
Tetra 43   24.2465       
Tetra 44   25.2049       
Tetra 45   25.2796       
Tetra 46   25.2745       
Tetra 47   24.5777       
Tetra 48   24.6506       
Tetra 49   23.7269       
Tetra 50   26.5696       
Tetra 51   25.6208       
Tetra 52   24.9692       
Tetra 53   25.0102       
Tetra 54   26.0307       
Tetra 55   25.0601       
Tetra 56   22.8554       
Tetra 57   22.2898       
Tetra 58   24.3718       
Tetra 59   26.0407       
Tetra 60   26.0809       
Tetra 61   24.4834       
Tetra 62   24.5236       
Tetra 63   25.4069       
Tetra 64   22.8887       
Tetra 65   25.3417       
Tetra 66   24.7275       
Tetra 67   25.1268       
Tetra 68   25.1129       
Tetra 69   25.1435       
Tetra 70   24.4852       
Tetra 71   25.4842       
Tetra 72   21.2080       
Tetra 73   21.2730       
Tetra 74   21.3101       
Tetra 75   21.2798       
Tetra 76   21.2407       
Tetra 77   22.9689       
Tetra 78   22.4108       
Tetra 79   22.4395       
Tetra 80   24.4389       
Tetra 81   22.9933       
Tetra 82   23.9040       
Tetra 83   23.3651       
Tetra 84   23.3319       
Tetra 85   22.4577       
Tetra 86   23.3023       
Tetra 87   23.6601       
Tetra 88   24.5951       
Tetra 89   24.5948       
Tetra 90   24.5814       
Tetra 91   24.6090       
Tetra 92   23.1092       
Tetra 93   24.0405       
Total Volume: 2136.87

Step 97     Volume
---------------------------
Tetra 1    16.4632       
Tetra 2    16.4660       
Tetra 3    14.6824       
Tetra 4    14.6850       
Tetra 5    16.3081       
Tetra 6    16.3109       
Tetra 7    15.3357       
Tetra 8    16.9125       
Tetra 9    15.3300       
Tetra 10   16.9062       
Tetra 11   15.3862       
Tetra 12   16.9678       
Tetra 13   26.0577       
Tetra 14   24.5063       
Tetra 15   24.5836       
Tetra 16   22.6152       
Tetra 17   26.3712       
Tetra 18   22.6585       
Tetra 19   26.4365       
Tetra 20   26.3879       
Tetra 21   24.7986       
Tetra 22   22.2063       
Tetra 23   22.2450       
Tetra 24   25.9538       
Tetra 25   25.8692       
Tetra 26   25.9485       
Tetra 27   24.8768       
Tetra 28   24.8936       
Tetra 29   24.8911       
Tetra 30   25.3054       
Tetra 31   24.3275       
Tetra 32   24.3251       
Tetra 33   24.2803       
Tetra 34   26.5967       
Tetra 35   26.0290       
Tetra 36   25.0587       
Tetra 37   25.1859       
Tetra 38   24.9746       
Tetra 39   24.6503       
Tetra 40   23.7681       
Tetra 41   25.6899       
Tetra 42   26.7000       
Tetra 43   25.0673       
Tetra 44   26.0581       
Tetra 45   26.1354       
Tetra 46   26.1301       
Tetra 47   25.4097       
Tetra 48   25.4851       
Tetra 49   24.5301       
Tetra 50   27.4690       
Tetra 51   26.4881       
Tetra 52   25.8144       
Tetra 53   25.8568       
Tetra 54   26.9118       
Tetra 55   25.9085       
Tetra 56   23.6290       
Tetra 57   23.0443       
Tetra 58   25.1968       
Tetra 59   26.9222       
Tetra 60   26.9637       
Tetra 61   25.3122       
Tetra 62   25.3537       
Tetra 63   26.2669       
Tetra 64   23.6635       
Tetra 65   26.1996       
Tetra 66   25.5645       
Tetra 67   25.9774       
Tetra 68   25.9630       
Tetra 69   25.9947       
Tetra 70   25.3140       
Tetra 71   26.3468       
Tetra 72   21.9259       
Tetra 73   21.9931       
Tetra 74   22.0314       
Tetra 75   22.0002       
Tetra 76   21.9597       
Tetra 77   23.7464       
Tetra 78   23.1694       
Tetra 79   23.1991       
Tetra 80   25.2661       
Tetra 81   23.7716       
Tetra 82   24.7131       
Tetra 83   24.1560       
Tetra 84   24.1217       
Tetra 85   23.2179       
Tetra 86   24.0911       
Tetra 87   24.4610       
Tetra 88   25.4277       
Tetra 89   25.4274       
Tetra 90   25.4135       
Tetra 91   25.4420       
Tetra 92   23.8915       
Tetra 93   24.8543       
Total Volume: 2209.20

Step 98     Volume
---------------------------
Tetra 1    17.0204       
Tetra 2    17.0234       
Tetra 3    15.1795       
Tetra 4    15.1821       
Tetra 5    16.8601       
Tetra 6    16.8630       
Tetra 7    15.8549       
Tetra 8    17.4850       
Tetra 9    15.8489       
Tetra 10   17.4785       
Tetra 11   15.9071       
Tetra 12   17.5422       
Tetra 13   26.9398       
Tetra 14   25.3359       
Tetra 15   25.4157       
Tetra 16   23.3807       
Tetra 17   27.2639       
Tetra 18   23.4256       
Tetra 19   27.3314       
Tetra 20   27.2811       
Tetra 21   25.6381       
Tetra 22   22.9580       
Tetra 23   22.9980       
Tetra 24   26.8323       
Tetra 25   26.7449       
Tetra 26   26.8269       
Tetra 27   25.7189       
Tetra 28   25.7363       
Tetra 29   25.7337       
Tetra 30   26.1620       
Tetra 31   25.1510       
Tetra 32   25.1485       
Tetra 33   25.1022       
Tetra 34   27.4970       
Tetra 35   26.9101       
Tetra 36   25.9070       
Tetra 37   26.0385       
Tetra 38   25.8200       
Tetra 39   25.4847       
Tetra 40   24.5726       
Tetra 41   26.5596       
Tetra 42   27.6039       
Tetra 43   25.9158       
Tetra 44   26.9402       
Tetra 45   27.0201       
Tetra 46   27.0146       
Tetra 47   26.2698       
Tetra 48   26.3478       
Tetra 49   25.3605       
Tetra 50   28.3989       
Tetra 51   27.3848       
Tetra 52   26.6883       
Tetra 53   26.7321       
Tetra 54   27.8228       
Tetra 55   26.7855       
Tetra 56   24.4289       
Tetra 57   23.8244       
Tetra 58   26.0498       
Tetra 59   27.8335       
Tetra 60   27.8765       
Tetra 61   26.1690       
Tetra 62   26.2120       
Tetra 63   27.1561       
Tetra 64   24.4646       
Tetra 65   27.0864       
Tetra 66   26.4299       
Tetra 67   26.8568       
Tetra 68   26.8419       
Tetra 69   26.8746       
Tetra 70   26.1709       
Tetra 71   27.2387       
Tetra 72   22.6681       
Tetra 73   22.7376       
Tetra 74   22.7772       
Tetra 75   22.7449       
Tetra 76   22.7031       
Tetra 77   24.5502       
Tetra 78   23.9537       
Tetra 79   23.9845       
Tetra 80   26.1214       
Tetra 81   24.5763       
Tetra 82   25.5497       
Tetra 83   24.9737       
Tetra 84   24.9382       
Tetra 85   24.0039       
Tetra 86   24.9066       
Tetra 87   25.2891       
Tetra 88   26.2884       
Tetra 89   26.2881       
Tetra 90   26.2738       
Tetra 91   26.3033       
Tetra 92   24.7002       
Tetra 93   25.6956       
Total Volume: 2283.99

Step 99     Volume
---------------------------
Tetra 1    17.5966       
Tetra 2    17.5997       
Tetra 3    15.6933       
Tetra 4    15.6960       
Tetra 5    17.4308       
Tetra 6    17.4339       
Tetra 7    16.3916       
Tetra 8    18.0769       
Tetra 9    16.3854       
Tetra 10   18.0702       
Tetra 11   16.4456       
Tetra 12   18.1360       
Tetra 13   27.8517       
Tetra 14   26.1935       
Tetra 15   26.2761       
Tetra 16   24.1722       
Tetra 17   28.1868       
Tetra 18   24.2185       
Tetra 19   28.2566       
Tetra 20   28.2046       
Tetra 21   26.5060       
Tetra 22   23.7352       
Tetra 23   23.7765       
Tetra 24   27.7406       
Tetra 25   27.6502       
Tetra 26   27.7350       
Tetra 27   26.5895       
Tetra 28   26.6075       
Tetra 29   26.6048       
Tetra 30   27.0476       
Tetra 31   26.0024       
Tetra 32   25.9998       
Tetra 33   25.9520       
Tetra 34   28.4278       
Tetra 35   27.8210       
Tetra 36   26.7839       
Tetra 37   26.9199       
Tetra 38   26.6941       
Tetra 39   26.3474       
Tetra 40   25.4044       
Tetra 41   27.4586       
Tetra 42   28.5383       
Tetra 43   26.7931       
Tetra 44   27.8521       
Tetra 45   27.9348       
Tetra 46   27.9291       
Tetra 47   27.1591       
Tetra 48   27.2397       
Tetra 49   26.2190       
Tetra 50   29.3602       
Tetra 51   28.3118       
Tetra 52   27.5917       
Tetra 53   27.6370       
Tetra 54   28.7647       
Tetra 55   27.6922       
Tetra 56   25.2559       
Tetra 57   24.6309       
Tetra 58   26.9316       
Tetra 59   28.7757       
Tetra 60   28.8201       
Tetra 61   27.0549       
Tetra 62   27.0993       
Tetra 63   28.0754       
Tetra 64   25.2927       
Tetra 65   28.0034       
Tetra 66   27.3246       
Tetra 67   27.7659       
Tetra 68   27.7505       
Tetra 69   27.7843       
Tetra 70   27.0568       
Tetra 71   28.1608       
Tetra 72   23.4355       
Tetra 73   23.5073       
Tetra 74   23.5483       
Tetra 75   23.5148       
Tetra 76   23.4716       
Tetra 77   25.3813       
Tetra 78   24.7646       
Tetra 79   24.7964       
Tetra 80   27.0057       
Tetra 81   25.4083       
Tetra 82   26.4146       
Tetra 83   25.8191       
Tetra 84   25.7824       
Tetra 85   24.8165       
Tetra 86   25.7498       
Tetra 87   26.1451       
Tetra 88   27.1783       
Tetra 89   27.1780       
Tetra 90   27.1632       
Tetra 91   27.1937       
Tetra 92   25.5364       
Tetra 93   26.5654       
Total Volume: 2361.30

Step 100    Volume
---------------------------
Tetra 1    18.1923       
Tetra 2    18.1954       
Tetra 3    16.2245       
Tetra 4    16.2274       
Tetra 5    18.0209       
Tetra 6    18.0240       
Tetra 7    16.9464       
Tetra 8    18.6888       
Tetra 9    16.9401       
Tetra 10   18.6819       
Tetra 11   17.0023       
Tetra 12   18.7499       
Tetra 13   28.7945       
Tetra 14   27.0802       
Tetra 15   27.1656       
Tetra 16   24.9904       
Tetra 17   29.1410       
Tetra 18   25.0384       
Tetra 19   29.2131       
Tetra 20   29.1594       
Tetra 21   27.4032       
Tetra 22   24.5387       
Tetra 23   24.5814       
Tetra 24   28.6797       
Tetra 25   28.5862       
Tetra 26   28.6739       
Tetra 27   27.4896       
Tetra 28   27.5082       
Tetra 29   27.5054       
Tetra 30   27.9632       
Tetra 31   26.8826       
Tetra 32   26.8799       
Tetra 33   26.8305       
Tetra 34   29.3902       
Tetra 35   28.7628       
Tetra 36   27.6906       
Tetra 37   27.8312       
Tetra 38   27.5977       
Tetra 39   27.2393       
Tetra 40   26.2644       
Tetra 41   28.3881       
Tetra 42   29.5043       
Tetra 43   27.7001       
Tetra 44   28.7950       
Tetra 45   28.8804       
Tetra 46   28.8746       
Tetra 47   28.0785       
Tetra 48   28.1618       
Tetra 49   27.1065       
Tetra 50   30.3541       
Tetra 51   29.2702       
Tetra 52   28.5257       
Tetra 53   28.5725       
Tetra 54   29.7384       
Tetra 55   28.6296       
Tetra 56   26.1108       
Tetra 57   25.4647       
Tetra 58   27.8432       
Tetra 59   29.7498       
Tetra 60   29.7957       
Tetra 61   27.9707       
Tetra 62   28.0166       
Tetra 63   29.0258       
Tetra 64   26.1489       
Tetra 65   28.9513       
Tetra 66   28.2495       
Tetra 67   28.7058       
Tetra 68   28.6899       
Tetra 69   28.7249       
Tetra 70   27.9728       
Tetra 71   29.1140       
Tetra 72   24.2288       
Tetra 73   24.3030       
Tetra 74   24.3454       
Tetra 75   24.3108       
Tetra 76   24.2661       
Tetra 77   26.2405       
Tetra 78   25.6029       
Tetra 79   25.6357       
Tetra 80   27.9198       
Tetra 81   26.2683       
Tetra 82   27.3087       
Tetra 83   26.6931       
Tetra 84   26.6552       
Tetra 85   25.6565       
Tetra 86   26.6214       
Tetra 87   27.0302       
Tetra 88   28.0983       
Tetra 89   28.0980       
Tetra 90   28.0827       
Tetra 91   28.1142       
Tetra 92   26.4008       
Tetra 93   27.4647       
Total Volume: 2441.23

Step 101    Volume
---------------------------
Tetra 1    18.8081       
Tetra 2    18.8114       
Tetra 3    16.7737       
Tetra 4    16.7767       
Tetra 5    18.6309       
Tetra 6    18.6342       
Tetra 7    17.5201       
Tetra 8    19.3215       
Tetra 9    17.5135       
Tetra 10   19.3143       
Tetra 11   17.5778       
Tetra 12   19.3846       
Tetra 13   29.7692       
Tetra 14   27.9969       
Tetra 15   28.0851       
Tetra 16   25.8364       
Tetra 17   30.1274       
Tetra 18   25.8859       
Tetra 19   30.2020       
Tetra 20   30.1465       
Tetra 21   28.3309       
Tetra 22   25.3693       
Tetra 23   25.4135       
Tetra 24   29.6505       
Tetra 25   29.5539       
Tetra 26   29.6445       
Tetra 27   28.4202       
Tetra 28   28.4393       
Tetra 29   28.4365       
Tetra 30   28.9098       
Tetra 31   27.7926       
Tetra 32   27.7898       
Tetra 33   27.7387       
Tetra 34   30.3850       
Tetra 35   29.7364       
Tetra 36   28.6280       
Tetra 37   28.7733       
Tetra 38   28.5319       
Tetra 39   28.1614       
Tetra 40   27.1535       
Tetra 41   29.3491       
Tetra 42   30.5031       
Tetra 43   28.6377       
Tetra 44   29.7697       
Tetra 45   29.8580       
Tetra 46   29.8520       
Tetra 47   29.0289       
Tetra 48   29.1151       
Tetra 49   28.0241       
Tetra 50   31.3816       
Tetra 51   30.2610       
Tetra 52   29.4913       
Tetra 53   29.5397       
Tetra 54   30.7450       
Tetra 55   29.5988       
Tetra 56   26.9947       
Tetra 57   26.3267       
Tetra 58   28.7858       
Tetra 59   30.7569       
Tetra 60   30.8043       
Tetra 61   28.9175       
Tetra 62   28.9650       
Tetra 63   30.0083       
Tetra 64   27.0341       
Tetra 65   29.9313       
Tetra 66   29.2058       
Tetra 67   29.6775       
Tetra 68   29.6610       
Tetra 69   29.6972       
Tetra 70   28.9197       
Tetra 71   30.0996       
Tetra 72   25.0490       
Tetra 73   25.1257       
Tetra 74   25.1695       
Tetra 75   25.1338       
Tetra 76   25.0876       
Tetra 77   27.1287       
Tetra 78   26.4695       
Tetra 79   26.5035       
Tetra 80   28.8650       
Tetra 81   27.1576       
Tetra 82   28.2332       
Tetra 83   27.5967       
Tetra 84   27.5575       
Tetra 85   26.5250       
Tetra 86   27.5226       
Tetra 87   27.9452       
Tetra 88   29.0495       
Tetra 89   29.0492       
Tetra 90   29.0333       
Tetra 91   29.0659       
Tetra 92   27.2945       
Tetra 93   28.3944       
Total Volume: 2523.87

Step 102    Volume
---------------------------
Tetra 1    19.4448       
