Step 1      Volume
Tetra 30   4.19258       
Tetra 31   4.03056       
Tetra 32   4.03016       
Tetra 33   4.02275       
Tetra 34   4.40653       
Tetra 35   4.31246       
Tetra 36   4.15171       
Tetra 37   4.17278       
Tetra 38   4.13778       
Tetra 39   4.08404       
Tetra 40   3.93788       
Tetra 41   4.25629       
Tetra 42   4.42365       
Tetra 43   4.15313       
Tetra 44   4.31729       
Tetra 45   4.33010       
Tetra 46   4.32922       
Tetra 47   4.20986       
Tetra 48   4.22235       
Tetra 49   4.06414       
Tetra 50   4.55105       
Tetra 51   4.38854       
Tetra 52   4.27692       
Tetra 53   4.28394       
Tetra 54   4.45874       
Tetra 55   4.29250       
Tetra 56   3.91485       
Tetra 57   3.81797       
Tetra 58   4.17459       
Tetra 59   4.46045       
Tetra 60   4.46733       
Tetra 61   4.19370       
Tetra 62   4.20059       
Tetra 63   4.35189       
Tetra 64   3.92056       
Tetra 65   4.34073       
Tetra 66   4.23551       
Tetra 67   4.30392       
Tetra 68   4.30153       
Tetra 69   4.30678       
Tetra 70   4.19401       
Tetra 71   4.36513       
Tetra 72   3.63267       
Tetra 73   3.64380       
Tetra 74   3.65015       
Tetra 75   3.64497       
Tetra 76   3.63827       
Tetra 77   3.93429       
Tetra 78   3.83869       
Tetra 79   3.84362       
Tetra 80   4.18608       
Tetra 81   3.93847       
Tetra 82   4.09446       
Tetra 83   4.00215       
Tetra 84   3.99647       
Tetra 85   3.84673       
Tetra 86   3.99140       
Tetra 87   4.05269       
Tetra 88   4.21284       
Tetra 89   4.21280       
Tetra 90   4.21050       
Tetra 91   4.21522       
Tetra 92   3.95832       
Tetra 93   4.11784       
Total Volume: 366.019

Step 44     Volume
---------------------------
Tetra 1    2.81994       
Tetra 2    2.82043       
Tetra 3    2.51492       
Tetra 4    2.51536       
Tetra 5    2.79337       
Tetra 6    2.79386       
Tetra 7    2.62682       
Tetra 8    2.89691       
Tetra 9    2.62584       
Tetra 10   2.89583       
Tetra 11   2.63548       
Tetra 12   2.90638       
Tetra 13   4.46336       
Tetra 14   4.19763       
Tetra 15   4.21086       
Tetra 16   3.87370       
Tetra 17   4.51706       
Tetra 18   3.88113       
Tetra 19   4.52825       
Tetra 20   4.51992       
Tetra 21   4.24771       
Tetra 22   3.80367       
Tetra 23   3.81030       
Tetra 24   4.44556       
Tetra 25   4.43108       
Tetra 26   4.44467       
Tetra 27   4.26109       
Tetra 28   4.26397       
Tetra 29   4.26354       
Tetra 30   4.33450       
Tetra 31   4.16700       
Tetra 32   4.16659       
Tetra 33   4.15892       
Tetra 34   4.55569       
Tetra 35   4.45845       
Tetra 36   4.29225       
Tetra 37   4.31404       
Tetra 38   4.27785       
Tetra 39   4.22229       
Tetra 40   4.07118       
Tetra 41   4.40037       
Tetra 42   4.57339       
Tetra 43   4.29372       
Tetra 44   4.46343       
Tetra 45   4.47667       
Tetra 46   4.47577       
Tetra 47   4.35237       
Tetra 48   4.36528       
Tetra 49   4.20171       
Tetra 50   4.70511       
Tetra 51   4.53709       
Tetra 52   4.42170       
Tetra 53   4.42895       
Tetra 54   4.60967       
Tetra 55   4.43780       
Tetra 56   4.04737       
Tetra 57   3.94721       
Tetra 58   4.31591       
Tetra 59   4.61144       
Tetra 60   4.61856       
Tetra 61   4.33566       
Tetra 62   4.34278       
Tetra 63   4.49921       
Tetra 64   4.05328       
Tetra 65   4.48767       
Tetra 66   4.37889       
Tetra 67   4.44961       
Tetra 68   4.44714       
Tetra 69   4.45257       
Tetra 70   4.33598       
Tetra 71   4.51289       
Tetra 72   3.75564       
Tetra 73   3.76715       
Tetra 74   3.77372       
Tetra 75   3.76836       
Tetra 76   3.76143       
Tetra 77   4.06747       
Tetra 78   3.96863       
Tetra 79   3.97373       
Tetra 80   4.32778       
Tetra 81   4.07179       
Tetra 82   4.23306       
Tetra 83   4.13763       
Tetra 84   4.13175       
Tetra 85   3.97695       
Tetra 86   4.12652       
Tetra 87   4.18988       
Tetra 88   4.35545       
Tetra 89   4.35540       
Tetra 90   4.35303       
Tetra 91   4.35791       
Tetra 92   4.09232       
Tetra 93   4.25723       
Total Volume: 378.409

Step 45     Volume
---------------------------
Tetra 1    2.91540       
Tetra 2    2.91590       
Tetra 3    2.60006       
Tetra 4    2.60051       
Tetra 5    2.88793       
Tetra 6    2.88843       
Tetra 7    2.71575       
Tetra 8    2.99497       
Tetra 9    2.71473       
Tetra 10   2.99385       
Tetra 11   2.72469       
Tetra 12   3.00476       
Tetra 13   4.61445       
Tetra 14   4.33973       
Tetra 15   4.35341       
Tetra 16   4.00483       
Tetra 17   4.66997       
Tetra 18   4.01251       
Tetra 19   4.68154       
Tetra 20   4.67292       
Tetra 21   4.39150       
Tetra 22   3.93243       
Tetra 23   3.93928       
Tetra 24   4.59605       
Tetra 25   4.58107       
Tetra 26   4.59512       
Tetra 27   4.40534       
Tetra 28   4.40831       
Tetra 29   4.40787       
Tetra 30   4.48123       
Tetra 31   4.30806       
Tetra 32   4.30763       
Tetra 33   4.29971       
Tetra 34   4.70991       
Tetra 35   4.60937       
Tetra 36   4.43755       
Tetra 37   4.46007       
Tetra 38   4.42266       
Tetra 39   4.36522       
Tetra 40   4.20899       
Tetra 41   4.54933       
Tetra 42   4.72821       
Tetra 43   4.43906       
Tetra 44   4.61452       
Tetra 45   4.62821       
Tetra 46   4.62728       
Tetra 47   4.49970       
Tetra 48   4.51305       
Tetra 49   4.34394       
Tetra 50   4.86438       
Tetra 51   4.69068       
Tetra 52   4.57138       
Tetra 53   4.57888       
Tetra 54   4.76571       
Tetra 55   4.58803       
Tetra 56   4.18438       
Tetra 57   4.08083       
Tetra 58   4.46201       
Tetra 59   4.76755       
Tetra 60   4.77490       
Tetra 61   4.48243       
Tetra 62   4.48979       
Tetra 63   4.65151       
Tetra 64   4.19048       
Tetra 65   4.63958       
Tetra 66   4.52712       
Tetra 67   4.60024       
Tetra 68   4.59768       
Tetra 69   4.60329       
Tetra 70   4.48276       
Tetra 71   4.66566       
Tetra 72   3.88278       
Tetra 73   3.89467       
Tetra 74   3.90146       
Tetra 75   3.89592       
Tetra 76   3.88876       
Tetra 77   4.20516       
Tetra 78   4.10298       
Tetra 79   4.10825       
Tetra 80   4.47428       
Tetra 81   4.20962       
Tetra 82   4.37635       
Tetra 83   4.27769       
Tetra 84   4.27162       
Tetra 85   4.11158       
Tetra 86   4.26620       
Tetra 87   4.33171       
Tetra 88   4.50288       
Tetra 89   4.50284       
Tetra 90   4.50038       
Tetra 91   4.50543       
Tetra 92   4.23085       
Tetra 93   4.40134       
Total Volume: 391.219

Step 46     Volume
---------------------------
Tetra 1    3.01408       
Tetra 2    3.01461       
Tetra 3    2.68807       
Tetra 4    2.68854       
Tetra 5    2.98569       
Tetra 6    2.98621       
Tetra 7    2.80768       
Tetra 8    3.09635       
Tetra 9    2.80662       
Tetra 10   3.09520       
Tetra 11   2.81692       
Tetra 12   3.10648       
Tetra 13   4.77066       
Tetra 14   4.48663       
Tetra 15   4.50077       
Tetra 16   4.14040       
Tetra 17   4.82806       
Tetra 18   4.14834       
Tetra 19   4.84001       
Tetra 20   4.83111       
Tetra 21   4.54015       
Tetra 22   4.06555       
Tetra 23   4.07263       
Tetra 24   4.75163       
Tetra 25   4.73615       
Tetra 26   4.75067       
Tetra 27   4.55446       
Tetra 28   4.55753       
Tetra 29   4.55708       
Tetra 30   4.63293       
Tetra 31   4.45389       
Tetra 32   4.45345       
Tetra 33   4.44526       
Tetra 34   4.86934       
Tetra 35   4.76540       
Tetra 36   4.58776       
Tetra 37   4.61105       
Tetra 38   4.57237       
Tetra 39   4.51299       
Tetra 40   4.35147       
Tetra 41   4.70333       
Tetra 42   4.88826       
Tetra 43   4.58933       
Tetra 44   4.77073       
Tetra 45   4.78488       
Tetra 46   4.78392       
Tetra 47   4.65202       
Tetra 48   4.66583       
Tetra 49   4.49099       
Tetra 50   5.02904       
Tetra 51   4.84946       
Tetra 52   4.72612       
Tetra 53   4.73388       
Tetra 54   4.92704       
Tetra 55   4.74334       
Tetra 56   4.32602       
Tetra 57   4.21897       
Tetra 58   4.61305       
Tetra 59   4.92893       
Tetra 60   4.93653       
Tetra 61   4.63417       
Tetra 62   4.64177       
Tetra 63   4.80897       
Tetra 64   4.33234       
Tetra 65   4.79663       
Tetra 66   4.68037       
Tetra 67   4.75596       
Tetra 68   4.75332       
Tetra 69   4.75912       
Tetra 70   4.63451       
Tetra 71   4.82359       
Tetra 72   4.01421       
Tetra 73   4.02651       
Tetra 74   4.03353       
Tetra 75   4.02780       
Tetra 76   4.02040       
Tetra 77   4.34751       
Tetra 78   4.24187       
Tetra 79   4.24732       
Tetra 80   4.62574       
Tetra 81   4.35212       
Tetra 82   4.52450       
Tetra 83   4.42250       
Tetra 84   4.41621       
Tetra 85   4.25076       
Tetra 86   4.41062       
Tetra 87   4.47834       
Tetra 88   4.65531       
Tetra 89   4.65527       
Tetra 90   4.65273       
Tetra 91   4.65794       
Tetra 92   4.37407       
Tetra 93   4.55033       
Total Volume: 404.462

Step 47     Volume
---------------------------
Tetra 1    3.11611       
Tetra 2    3.11666       
Tetra 3    2.77906       
Tetra 4    2.77955       
Tetra 5    3.08676       
Tetra 6    3.08730       
Tetra 7    2.90272       
Tetra 8    3.20117       
Tetra 9    2.90163       
Tetra 10   3.19997       
Tetra 11   2.91228       
Tetra 12   3.21164       
Tetra 13   4.93215       
Tetra 14   4.63851       
Tetra 15   4.65313       
Tetra 16   4.28056       
Tetra 17   4.99149       
Tetra 18   4.28877       
Tetra 19   5.00385       
Tetra 20   4.99465       
Tetra 21   4.69384       
Tetra 22   4.20317       
Tetra 23   4.21050       
Tetra 24   4.91248       
Tetra 25   4.89647       
Tetra 26   4.91149       
Tetra 27   4.70864       
Tetra 28   4.71181       
Tetra 29   4.71134       
Tetra 30   4.78976       
Tetra 31   4.60466       
Tetra 32   4.60420       
Tetra 33   4.59573       
Tetra 34   5.03418       
Tetra 35   4.92672       
Tetra 36   4.74306       
Tetra 37   4.76714       
Tetra 38   4.72715       
Tetra 39   4.66576       
Tetra 40   4.49877       
Tetra 41   4.86254       
Tetra 42   5.05373       
Tetra 43   4.74468       
Tetra 44   4.93222       
Tetra 45   4.94686       
Tetra 46   4.94586       
Tetra 47   4.80950       
Tetra 48   4.82377       
Tetra 49   4.64302       
Tetra 50   5.19928       
Tetra 51   5.01362       
Tetra 52   4.88611       
Tetra 53   4.89412       
Tetra 54   5.09382       
Tetra 55   4.90390       
Tetra 56   4.47246       
Tetra 57   4.36179       
Tetra 58   4.76921       
Tetra 59   5.09578       
Tetra 60   5.10364       
Tetra 61   4.79104       
Tetra 62   4.79890       
Tetra 63   4.97176       
Tetra 64   4.47899       
Tetra 65   4.95900       
Tetra 66   4.83880       
Tetra 67   4.91695       
Tetra 68   4.91422       
Tetra 69   4.92022       
Tetra 70   4.79139       
Tetra 71   4.98688       
Tetra 72   4.15010       
Tetra 73   4.16281       
Tetra 74   4.17007       
Tetra 75   4.16415       
Tetra 76   4.15649       
Tetra 77   4.49467       
Tetra 78   4.38546       
Tetra 79   4.39109       
Tetra 80   4.78233       
Tetra 81   4.49945       
Tetra 82   4.67766       
Tetra 83   4.57220       
Tetra 84   4.56571       
Tetra 85   4.39465       
Tetra 86   4.55992       
Tetra 87   4.62994       
Tetra 88   4.81290       
Tetra 89   4.81285       
Tetra 90   4.81023       
Tetra 91   4.81562       
Tetra 92   4.52213       
Tetra 93   4.70437       
Total Volume: 418.154

Step 48     Volume
---------------------------
Tetra 1    3.22160       
Tetra 2    3.22216       
Tetra 3    2.87314       
Tetra 4    2.87364       
Tetra 5    3.19125       
Tetra 6    3.19180       
Tetra 7    3.00098       
Tetra 8    3.30953       
Tetra 9    2.99985       
Tetra 10   3.30830       
Tetra 11   3.01086       
Tetra 12   3.32035       
Tetra 13   5.09911       
Tetra 14   4.79553       
Tetra 15   4.81064       
Tetra 16   4.42546       
Tetra 17   5.16046       
Tetra 18   4.43394       
Tetra 19   5.17324       
Tetra 20   5.16372       
Tetra 21   4.85273       
Tetra 22   4.34545       
Tetra 23   4.35303       
Tetra 24   5.07877       
Tetra 25   5.06222       
Tetra 26   5.07775       
Tetra 27   4.86803       
Tetra 28   4.87131       
Tetra 29   4.87083       
Tetra 30   4.95189       
Tetra 31   4.76054       
Tetra 32   4.76006       
Tetra 33   4.75130       
Tetra 34   5.20459       
Tetra 35   5.09349       
Tetra 36   4.90362       
Tetra 37   4.92851       
Tetra 38   4.88717       
Tetra 39   4.82370       
Tetra 40   4.65106       
Tetra 41   5.02715       
Tetra 42   5.22481       
Tetra 43   4.90530       
Tetra 44   5.09919       
Tetra 45   5.11431       
Tetra 46   5.11328       
Tetra 47   4.97231       
Tetra 48   4.98706       
Tetra 49   4.80019       
Tetra 50   5.37528       
Tetra 51   5.18334       
Tetra 52   5.05151       
Tetra 53   5.05980       
Tetra 54   5.26625       
Tetra 55   5.06991       
Tetra 56   4.62386       
Tetra 57   4.50944       
Tetra 58   4.93065       
Tetra 59   5.26828       
Tetra 60   5.27641       
Tetra 61   4.95322       
Tetra 62   4.96135       
Tetra 63   5.14006       
Tetra 64   4.63061       
Tetra 65   5.12687       
Tetra 66   5.00260       
Tetra 67   5.08340       
Tetra 68   5.08058       
Tetra 69   5.08678       
Tetra 70   4.95359       
Tetra 71   5.15569       
Tetra 72   4.29058       
Tetra 73   4.30373       
Tetra 74   4.31123       
Tetra 75   4.30511       
Tetra 76   4.29719       
Tetra 77   4.64682       
Tetra 78   4.53391       
Tetra 79   4.53973       
Tetra 80   4.94422       
Tetra 81   4.65176       
Tetra 82   4.83600       
Tetra 83   4.72698       
Tetra 84   4.72026       
Tetra 85   4.54341       
Tetra 86   4.71428       
Tetra 87   4.78667       
Tetra 88   4.97582       
Tetra 89   4.97577       
Tetra 90   4.97306       
Tetra 91   4.97863       
Tetra 92   4.67521       
Tetra 93   4.86362       
Total Volume: 432.309

Step 49     Volume
---------------------------
Tetra 1    3.33065       
Tetra 2    3.33123       
Tetra 3    2.97040       
Tetra 4    2.97092       
Tetra 5    3.29928       
Tetra 6    3.29985       
Tetra 7    3.10257       
Tetra 8    3.42156       
Tetra 9    3.10140       
Tetra 10   3.42029       
Tetra 11   3.11278       
Tetra 12   3.43275       
Tetra 13   5.27172       
Tetra 14   4.95786       
Tetra 15   4.97349       
Tetra 16   4.57526       
Tetra 17   5.33515       
Tetra 18   4.58404       
Tetra 19   5.34836       
Tetra 20   5.33852       
Tetra 21   5.01700       
Tetra 22   4.49255       
Tetra 23   4.50038       
Tetra 24   5.25069       
Tetra 25   5.23359       
Tetra 26   5.24963       
Tetra 27   5.03282       
Tetra 28   5.03621       
Tetra 29   5.03571       
Tetra 30   5.11952       
Tetra 31   4.92168       
Tetra 32   4.92119       
Tetra 33   4.91214       
Tetra 34   5.38077       
Tetra 35   5.26591       
Tetra 36   5.06961       
Tetra 37   5.09535       
Tetra 38   5.05260       
Tetra 39   4.98699       
Tetra 40   4.80850       
Tetra 41   5.19732       
Tetra 42   5.40167       
Tetra 43   5.07135       
Tetra 44   5.27180       
Tetra 45   5.28744       
Tetra 46   5.28637       
Tetra 47   5.14062       
Tetra 48   5.15588       
Tetra 49   4.96268       
Tetra 50   5.55724       
Tetra 51   5.35880       
Tetra 52   5.22250       
Tetra 53   5.23108       
Tetra 54   5.44452       
Tetra 55   5.24153       
Tetra 56   4.78038       
Tetra 57   4.66209       
Tetra 58   5.09756       
Tetra 59   5.44662       
Tetra 60   5.45502       
Tetra 61   5.12089       
Tetra 62   5.12930       
Tetra 63   5.31405       
Tetra 64   4.78736       
Tetra 65   5.30042       
Tetra 66   5.17195       
Tetra 67   5.25548       
Tetra 68   5.25256       
Tetra 69   5.25897       
Tetra 70   5.12127       
Tetra 71   5.33021       
Tetra 72   4.43582       
Tetra 73   4.44942       
Tetra 74   4.45717       
Tetra 75   4.45084       
Tetra 76   4.44266       
Tetra 77   4.80412       
Tetra 78   4.68739       
Tetra 79   4.69341       
Tetra 80   5.11158       
Tetra 81   4.80923       
Tetra 82   4.99970       
Tetra 83   4.88699       
Tetra 84   4.88005       
Tetra 85   4.69721       
Tetra 86   4.87387       
Tetra 87   4.94870       
Tetra 88   5.14426       
Tetra 89   5.14421       
Tetra 90   5.14140       
Tetra 91   5.14716       
Tetra 92   4.83347       
Tetra 93   5.02825       
Total Volume: 446.943

Step 50     Volume
---------------------------
Tetra 1    3.44340       
Tetra 2    3.44400       
Tetra 3    3.07095       
Tetra 4    3.07149       
Tetra 5    3.41096       
Tetra 6    3.41155       
Tetra 7    3.20759       
Tetra 8    3.53739       
Tetra 9    3.20639       
Tetra 10   3.53607       
Tetra 11   3.21816       
Tetra 12   3.54895       
Tetra 13   5.45017       
Tetra 14   5.12569       
Tetra 15   5.14185       
Tetra 16   4.73014       
Tetra 17   5.51575       
Tetra 18   4.73921       
Tetra 19   5.52941       
Tetra 20   5.51923       
Tetra 21   5.18683       
Tetra 22   4.64463       
Tetra 23   4.65272       
Tetra 24   5.42843       
Tetra 25   5.41075       
Tetra 26   5.42734       
Tetra 27   5.20318       
Tetra 28   5.20669       
Tetra 29   5.20617       
Tetra 30   5.29282       
Tetra 31   5.08829       
Tetra 32   5.08778       
Tetra 33   5.07842       
Tetra 34   5.56291       
Tetra 35   5.44417       
Tetra 36   5.24123       
Tetra 37   5.26783       
Tetra 38   5.22364       
Tetra 39   5.15580       
Tetra 40   4.97128       
Tetra 41   5.37325       
Tetra 42   5.58453       
Tetra 43   5.24302       
Tetra 44   5.45026       
Tetra 45   5.46643       
Tetra 46   5.46532       
Tetra 47   5.31464       
Tetra 48   5.33041       
Tetra 49   5.13067       
Tetra 50   5.74536       
Tetra 51   5.54020       
Tetra 52   5.39929       
Tetra 53   5.40815       
Tetra 54   5.62882       
Tetra 55   5.41896       
Tetra 56   4.94220       
Tetra 57   4.81990       
Tetra 58   5.27011       
Tetra 59   5.63099       
Tetra 60   5.63968       
Tetra 61   5.29424       
Tetra 62   5.30293       
Tetra 63   5.49394       
Tetra 64   4.94942       
Tetra 65   5.47985       
Tetra 66   5.34702       
Tetra 67   5.43338       
Tetra 68   5.43036       
Tetra 69   5.43699       
Tetra 70   5.29463       
Tetra 71   5.51065       
Tetra 72   4.58598       
Tetra 73   4.60003       
Tetra 74   4.60805       
Tetra 75   4.60151       
Tetra 76   4.59305       
Tetra 77   4.96675       
Tetra 78   4.84606       
Tetra 79   4.85229       
Tetra 80   5.28462       
Tetra 81   4.97202       
Tetra 82   5.16895       
Tetra 83   5.05242       
Tetra 84   5.04524       
Tetra 85   4.85622       
Tetra 86   5.03885       
Tetra 87   5.11622       
Tetra 88   5.31840       
Tetra 89   5.31834       
Tetra 90   5.31544       
Tetra 91   5.32140       
Tetra 92   4.99709       
Tetra 93   5.19847       
Total Volume: 462.072

Step 51     Volume
---------------------------
Tetra 1    3.55996       
Tetra 2    3.56058       
Tetra 3    3.17490       
Tetra 4    3.17546       
Tetra 5    3.52643       
Tetra 6    3.52704       
Tetra 7    3.31617       
Tetra 8    3.65713       
Tetra 9    3.31493       
Tetra 10   3.65577       
Tetra 11   3.32709       
Tetra 12   3.66909       
Tetra 13   5.63467       
Tetra 14   5.29920       
Tetra 15   5.31590       
Tetra 16   4.89026       
Tetra 17   5.70246       
Tetra 18   4.89964       
Tetra 19   5.71658       
Tetra 20   5.70607       
Tetra 21   5.36241       
Tetra 22   4.80186       
Tetra 23   4.81022       
Tetra 24   5.61219       
Tetra 25   5.59391       
Tetra 26   5.61106       
Tetra 27   5.37932       
Tetra 28   5.38294       
Tetra 29   5.38241       
Tetra 30   5.47199       
Tetra 31   5.26053       
Tetra 32   5.26001       
Tetra 33   5.25033       
Tetra 34   5.75122       
Tetra 35   5.62846       
Tetra 36   5.41865       
Tetra 37   5.44615       
Tetra 38   5.40047       
Tetra 39   5.33033       
Tetra 40   5.13956       
Tetra 41   5.55515       
Tetra 42   5.77357       
Tetra 43   5.42050       
Tetra 44   5.63475       
Tetra 45   5.65147       
Tetra 46   5.65033       
Tetra 47   5.49455       
Tetra 48   5.51085       
Tetra 49   5.30435       
Tetra 50   5.93985       
Tetra 51   5.72774       
Tetra 52   5.58206       
Tetra 53   5.59122       
Tetra 54   5.81937       
Tetra 55   5.60240       
Tetra 56   5.10950       
Tetra 57   4.98306       
Tetra 58   5.44851       
Tetra 59   5.82161       
Tetra 60   5.83059       
Tetra 61   5.47346       
Tetra 62   5.48244       
Tetra 63   5.67992       
Tetra 64   5.11696       
Tetra 65   5.66535       
Tetra 66   5.52802       
Tetra 67   5.61731       
Tetra 68   5.61419       
Tetra 69   5.62104       
Tetra 70   5.47386       
Tetra 71   5.69719       
Tetra 72   4.74122       
Tetra 73   4.75575       
Tetra 74   4.76404       
Tetra 75   4.75727       
Tetra 76   4.74853       
Tetra 77   5.13488       
Tetra 78   5.01011       
Tetra 79   5.01654       
Tetra 80   5.46351       
Tetra 81   5.14033       
Tetra 82   5.34392       
Tetra 83   5.22345       
Tetra 84   5.21603       
Tetra 85   5.02061       
Tetra 86   5.20942       
Tetra 87   5.28941       
Tetra 88   5.49843       
Tetra 89   5.49838       
Tetra 90   5.49538       
Tetra 91   5.50154       
Tetra 92   5.16625       
Tetra 93   5.37444       
Total Volume: 477.714

Step 52     Volume
---------------------------
Tetra 1    3.68047       
Tetra 2    3.68111       
Tetra 3    3.28238       
Tetra 4    3.28295       
Tetra 5    3.64580       
Tetra 6    3.64643       
Tetra 7    3.42843       
Tetra 8    3.78093       
Tetra 9    3.42714       
Tetra 10   3.77952       
Tetra 11   3.43972       
Tetra 12   3.79329       
Tetra 13   5.82541       
Tetra 14   5.47858       
Tetra 15   5.49585       
Tetra 16   5.05580       
Tetra 17   5.89549       
Tetra 18   5.06550       
Tetra 19   5.91010       
Tetra 20   5.89922       
Tetra 21   5.54394       
Tetra 22   4.96440       
Tetra 23   4.97305       
Tetra 24   5.80217       
Tetra 25   5.78327       
Tetra 26   5.80100       
Tetra 27   5.56141       
Tetra 28   5.56516       
Tetra 29   5.56461       
Tetra 30   5.65722       
Tetra 31   5.43861       
Tetra 32   5.43807       
Tetra 33   5.42806       
Tetra 34   5.94591       
Tetra 35   5.81899       
Tetra 36   5.60207       
Tetra 37   5.63051       
Tetra 38   5.58328       
Tetra 39   5.51077       
Tetra 40   5.31354       
Tetra 41   5.74319       
Tetra 42   5.96901       
Tetra 43   5.60399       
Tetra 44   5.82549       
Tetra 45   5.84278       
Tetra 46   5.84160       
Tetra 47   5.68054       
Tetra 48   5.69740       
Tetra 49   5.48391       
Tetra 50   6.14092       
Tetra 51   5.92163       
Tetra 52   5.77102       
Tetra 53   5.78049       
Tetra 54   6.01636       
Tetra 55   5.79204       
Tetra 56   5.28246       
Tetra 57   5.15174       
Tetra 58   5.63295       
Tetra 59   6.01868       
Tetra 60   6.02796       
Tetra 61   5.65874       
Tetra 62   5.66803       
Tetra 63   5.87219       
Tetra 64   5.29018       
Tetra 65   5.85712       
Tetra 66   5.71515       
Tetra 67   5.80746       
Tetra 68   5.80423       
Tetra 69   5.81132       
Tetra 70   5.65916       
Tetra 71   5.89005       
Tetra 72   4.90172       
Tetra 73   4.91674       
Tetra 74   4.92531       
Tetra 75   4.91831       
Tetra 76   4.90927       
Tetra 77   5.30870       
Tetra 78   5.17970       
Tetra 79   5.18636       
Tetra 80   5.64845       
Tetra 81   5.31434       
Tetra 82   5.52482       
Tetra 83   5.40027       
Tetra 84   5.39260       
Tetra 85   5.19056       
Tetra 86   5.38577       
Tetra 87   5.46846       
Tetra 88   5.68456       
Tetra 89   5.68450       
Tetra 90   5.68140       
Tetra 91   5.68777       
Tetra 92   5.34113       
Tetra 93   5.55637       
Total Volume: 493.885

Step 53     Volume
---------------------------
Tetra 1    3.80506       
Tetra 2    3.80572       
Tetra 3    3.39349       
Tetra 4    3.39408       
Tetra 5    3.76921       
Tetra 6    3.76987       
Tetra 7    3.54448       
Tetra 8    3.90892       
Tetra 9    3.54315       
Tetra 10   3.90746       
Tetra 11   3.55616       
Tetra 12   3.92170       
Tetra 13   6.02260       
Tetra 14   5.66404       
Tetra 15   5.68189       
Tetra 16   5.22695       
Tetra 17   6.09506       
Tetra 18   5.23697       
Tetra 19   6.11016       
Tetra 20   6.09892       
Tetra 21   5.73161       
Tetra 22   5.13246       
Tetra 23   5.14140       
Tetra 24   5.99858       
Tetra 25   5.97904       
Tetra 26   5.99737       
Tetra 27   5.74967       
Tetra 28   5.75355       
Tetra 29   5.75298       
Tetra 30   5.84873       
Tetra 31   5.62271       
Tetra 32   5.62215       
Tetra 33   5.61181       
Tetra 34   6.14719       
Tetra 35   6.01597       
Tetra 36   5.79171       
Tetra 37   5.82111       
Tetra 38   5.77228       
Tetra 39   5.69731       
Tetra 40   5.49341       
Tetra 41   5.93761       
Tetra 42   6.17107       
Tetra 43   5.79369       
Tetra 44   6.02269       
Tetra 45   6.04056       
Tetra 46   6.03934       
Tetra 47   5.87283       
Tetra 48   5.89026       
Tetra 49   5.66954       
Tetra 50   6.34880       
Tetra 51   6.12209       
Tetra 52   5.96638       
Tetra 53   5.97617       
Tetra 54   6.22002       
Tetra 55   5.98811       
Tetra 56   5.46128       
Tetra 57   5.32614       
Tetra 58   5.82363       
Tetra 59   6.22241       
Tetra 60   6.23201       
Tetra 61   5.85029       
Tetra 62   5.85989       
Tetra 63   6.07097       
Tetra 64   5.46926       
Tetra 65   6.05539       
Tetra 66   5.90862       
Tetra 67   6.00405       
Tetra 68   6.00071       
Tetra 69   6.00804       
Tetra 70   5.85072       
Tetra 71   6.08943       
Tetra 72   5.06764       
Tetra 73   5.08317       
Tetra 74   5.09203       
Tetra 75   5.08480       
Tetra 76   5.07545       
Tetra 77   5.48840       
Tetra 78   5.35504       
Tetra 79   5.36192       
Tetra 80   5.83966       
Tetra 81   5.49423       
Tetra 82   5.71184       
Tetra 83   5.58308       
Tetra 84   5.57514       
Tetra 85   5.36627       
Tetra 86   5.56808       
Tetra 87   5.65358       
Tetra 88   5.87699       
Tetra 89   5.87693       
Tetra 90   5.87372       
Tetra 91   5.88031       
Tetra 92   5.52194       
Tetra 93   5.74446       
Total Volume: 510.604

Step 54     Volume
---------------------------
Tetra 1    3.93386       
Tetra 2    3.93455       
Tetra 3    3.50836       
Tetra 4    3.50898       
Tetra 5    3.89680       
Tetra 6    3.89748       
Tetra 7    3.66447       
Tetra 8    4.04124       
Tetra 9    3.66309       
Tetra 10   4.03973       
Tetra 11   3.67654       
Tetra 12   4.05445       
Tetra 13   6.22647       
Tetra 14   5.85577       
Tetra 15   5.87423       
Tetra 16   5.40388       
Tetra 17   6.30139       
Tetra 18   5.41425       
Tetra 19   6.31700       
Tetra 20   6.30537       
Tetra 21   5.92563       
Tetra 22   5.30619       
Tetra 23   5.31544       
Tetra 24   6.20164       
Tetra 25   6.18143       
Tetra 26   6.20039       
Tetra 27   5.94431       
Tetra 28   5.94831       
Tetra 29   5.94772       
Tetra 30   6.04671       
Tetra 31   5.81305       
Tetra 32   5.81247       
Tetra 33   5.80177       
Tetra 34   6.35527       
Tetra 35   6.21961       
Tetra 36   5.98777       
Tetra 37   6.01816       
Tetra 38   5.96768       
Tetra 39   5.89017       
Tetra 40   5.67937       
Tetra 41   6.13860       
Tetra 42   6.37997       
Tetra 43   5.98981       
Tetra 44   6.22657       
Tetra 45   6.24504       
Tetra 46   6.24378       
Tetra 47   6.07164       
Tetra 48   6.08965       
Tetra 49   5.86146       
Tetra 50   6.56371       
Tetra 51   6.32933       
Tetra 52   6.16835       
Tetra 53   6.17847       
Tetra 54   6.43057       
Tetra 55   6.19082       
Tetra 56   5.64615       
Tetra 57   5.50643       
Tetra 58   6.02077       
Tetra 59   6.43305       
