	0.1	0.09	0.08	0.07	0.06	0.05	0.04	0.03	0.02	0.01	0	-0.01	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07	-0.08	-0.09	-0.1
0.1	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018315	0.018315	0.018314	0.018314	0.018313	0.018313	0.018312	0.018312	0.018311	0.018311	0.01831	0.018309
0.09	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018315	0.018314	0.018314	0.018313	0.018313	0.018312	0.018312	0.018311	0.01831	0.01831
0.08	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018315	0.018314	0.018314	0.018313	0.018313	0.018312	0.018312	0.018311	0.01831
0.07	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018314	0.018314	0.018313	0.018313	0.018312	0.018312	0.018311
0.06	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018314	0.018314	0.018313	0.018313	0.018312	0.018312
0.05	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018314	0.018314	0.018313	0.018313	0.018312
0.04	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018314	0.018314	0.018313	0.018313
0.03	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018317	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018314	0.018314	0.018313
0.02	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018314	0.018314
0.01	0.018315	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018315	0.018314
0	0.018314	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315	0.018314
-0.01	0.018314	0.018315	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315
-0.02	0.018314	0.018314	0.018315	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316	0.018315	0.018315
-0.03	0.018313	0.018314	0.018314	0.018315	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316	0.018315
-0.04	0.018313	0.018313	0.018314	0.018314	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316	0.018316
-0.05	0.018312	0.018313	0.018313	0.018314	0.018314	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316
-0.06	0.018312	0.018312	0.018313	0.018314	0.018314	0.018314	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018317	0.018317	0.018317	0.018317	0.018316	0.018316	0.018316	0.018316
-0.07	0.018311	0.018312	0.018313	0.018313	0.018314	0.018314	0.018315	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316
-0.08	0.018311	0.018311	0.018312	0.018313	0.018313	0.018314	0.018314	0.018315	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316
-0.09	0.01831	0.018311	0.018311	0.018312	0.018313	0.018313	0.018314	0.018314	0.018315	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316
-0.1	0.018309	0.01831	0.018311	0.018311	0.018312	0.018313	0.018313	0.018314	0.018314	0.018314	0.018315	0.018315	0.018315	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316	0.018316
