	0.5	0.45	0.4	0.35	0.3	0.25	0.2	0.15	0.1	0.05	0	-0.05	-0.1	-0.15	-0.2	-0.25	-0.3	-0.35	-0.4	-0.45	-0.5
0.5	0.018296955	0.018298658	0.018299537	0.018299557	0.018298684	0.018296878	0.018294096	0.018290289	0.018285407	0.018279393	0.018272185	0.018263713	0.0182539	0.018242664	0.018229909	0.018215531	0.018199413	0.018181421	0.018161409	0.018139205	0.018114618
0.45	0.018297891	0.018300251	0.018301794	0.018302488	0.018302298	0.018301184	0.018299106	0.018296016	0.018291865	0.018286596	0.018280149	0.018272456	0.018263443	0.018253027	0.018241117	0.01822761	0.01821239	0.018195331	0.018176285	0.018155087	0.018131551
0.4	0.01829806	0.018301083	0.018303298	0.018304671	0.018305169	0.018304754	0.018303385	0.018301016	0.018297598	0.018293078	0.018287394	0.018280483	0.01827227	0.018262675	0.018251608	0.018238969	0.018224647	0.018208514	0.01819043	0.018170232	0.018147738
0.35	0.018297433	0.018301129	0.018304022	0.018306082	0.018307275	0.018307564	0.018306909	0.018305266	0.018302586	0.018298818	0.018293901	0.018287773	0.018280362	0.018271588	0.018261365	0.018249594	0.018236166	0.018220957	0.01820383	0.018184626	0.018163167
0.3	0.018295982	0.018300358	0.018303939	0.018306693	0.018308588	0.018309588	0.018309653	0.018308742	0.018306806	0.018303793	0.018299648	0.018294306	0.018287699	0.018279748	0.018270369	0.018259466	0.018246931	0.018232644	0.01821647	0.018198255	0.018177823
0.25	0.018293675	0.018298741	0.018303018	0.018306475	0.01830908	0.018310798	0.018311592	0.018311418	0.018310231	0.018307981	0.018304611	0.018300059	0.018294259	0.018287134	0.0182786	0.018268565	0.018256923	0.018243556	0.018228333	0.018211102	0.018191692
0.2	0.018290476	0.018296244	0.018301226	0.018305395	0.01830872	0.018311166	0.018312695	0.018313266	0.018312836	0.018311353	0.018308763	0.018305007	0.018300018	0.018293721	0.018286036	0.01827687	0.01826612	0.018253673	0.018239398	0.018223147	0.018204755
0.15	0.018286348	0.018292828	0.018298528	0.01830342	0.018307474	0.018310656	0.01831293	0.018314255	0.018314588	0.01831388	0.018312078	0.018309122	0.018304949	0.018299485	0.01829265	0.018284356	0.0182745	0.018262972	0.018249644	0.018234372	0.018216992
0.1	0.018281248	0.018288453	0.018294883	0.01830051	0.018305304	0.018309233	0.018312261	0.01831435	0.018315455	0.01831553	0.018314522	0.018312374	0.018309022	0.018304396	0.018298416	0.018290996	0.018282037	0.018271429	0.018259047	0.018244751	0.018228381
0.05	0.018275132	0.018283076	0.018290249	0.018296623	0.01830217	0.018306858	0.018310651	0.018313513	0.0183154	0.018316267	0.018316062	0.018314729	0.018312205	0.018308422	0.018303303	0.018296761	0.018288701	0.018279014	0.01826758	0.018254259	0.018238896
0	0.018267948	0.018276647	0.018284577	0.018291713	0.018298026	0.018303486	0.018308057	0.018311703	0.018314384	0.018316052	0.018316659	0.01831615	0.018314462	0.01831153	0.018307277	0.018301618	0.018294461	0.018285699	0.018275213	0.018262868	0.01824851
-0.05	0.018259644	0.018269114	0.018277818	0.01828573	0.018292824	0.018299069	0.018304432	0.018308876	0.018312361	0.018314843	0.018316273	0.018316597	0.018315754	0.01831368	0.0183103	0.018305531	0.018299282	0.018291448	0.018281913	0.018270544	0.01825719
-0.1	0.018250157	0.018260417	0.018269912	0.018278619	0.01828651	0.018293556	0.018299725	0.018304981	0.018309284	0.018312592	0.018314856	0.018316025	0.018316038	0.018314831	0.018312332	0.01830846	0.018303125	0.018296224	0.018287642	0.018277251	0.018264902
-0.15	0.018239423	0.018250492	0.018260798	0.018270317	0.018279023	0.018286888	0.018293879	0.018299962	0.018305099	0.018309247	0.018312359	0.018314384	0.018315264	0.018314936	0.018313328	0.018310361	0.018305946	0.018299984	0.018292361	0.018282951	0.018271608
-0.2	0.018227367	0.018239267	0.018250405	0.018260757	0.018270298	0.018279	0.018286832	0.01829376	0.018299747	0.018304751	0.018308726	0.018311621	0.018313381	0.018313942	0.018313236	0.018311183	0.018307698	0.018302682	0.018296023	0.018287598	0.018277263
-0.25	0.018213908	0.018226664	0.018238657	0.018249865	0.018260262	0.018269822	0.018278515	0.018286307	0.018293162	0.018299039	0.018303893	0.018307674	0.018310328	0.018311793	0.018312001	0.018310874	0.018308328	0.018304265	0.018298578	0.018291143	0.018281819
-0.3	0.018198957	0.018212595	0.018225468	0.018237556	0.018248834	0.018259275	0.018268851	0.018277528	0.018285271	0.018292041	0.018297792	0.018302477	0.018306041	0.018308425	0.01830956	0.018309371	0.018307776	0.018304677	0.018299969	0.01829353	0.018285222
-0.35	0.018182412	0.018196961	0.018210743	0.018223739	0.018235923	0.018247271	0.018257754	0.01826734	0.018275994	0.018283677	0.018290346	0.018295954	0.018300447	0.018303765	0.018305844	0.018306608	0.018305975	0.018303852	0.018300133	0.018294698	0.01828741
-0.4	0.01816416	0.018179653	0.018194376	0.018208309	0.018221429	0.018233712	0.018245129	0.018255649	0.018265239	0.01827386	0.018281469	0.018288021	0.018293463	0.018297736	0.018300775	0.018302508	0.018302853	0.018301718	0.018298998	0.018294576	0.018288317
-0.45	0.018144077	0.018160548	0.018176246	0.01819115	0.018205238	0.018218486	0.018230868	0.018242351	0.018252904	0.018262489	0.018271065	0.018278585	0.018284997	0.018290246	0.018294266	0.018296986	0.018298326	0.018298193	0.018296486	0.018293087	0.018287864
-0.5	0.018122018	0.018139508	0.018156219	0.018172131	0.018187223	0.018201471	0.01821485	0.018227329	0.018238876	0.018249455	0.018259024	0.018267539	0.018274948	0.018281196	0.018286219	0.018289947	0.018292299	0.018293186	0.018292506	0.018290143	0.018285965

											0.018316659										
